设备编号,流水日期,取款存款轧差
20020065,2019/11/7,4000
20020065,2019/11/8,600
20020065,2019/11/9,2000
20020065,2019/11/10,70100
20020065,2019/11/11,3400
20020065,2019/11/12,5200
20020065,2019/11/13,800
20020065,2019/11/14,5900
20020065,2019/11/15,4000
20020065,2019/11/16,352600
20020065,2019/11/17,40600
20020065,2019/11/18,200
20020065,2019/11/19,3960
20020065,2019/11/20,3000
20020065,2019/11/21,9000
20020065,2019/11/22,4100
20020065,2019/11/23,1600
20020065,2019/11/24,500
20020065,2019/11/25,4400
20020065,2019/11/26,2000
20020065,2019/11/27,1300
20020065,2019/11/28,5025
20020065,2019/11/29,5750
20020065,2019/11/30,90075
20020065,2019/12/1,18575
20020065,2019/12/2,2275
20020065,2019/12/3,2100
20020065,2019/12/4,975
20020065,2019/12/5,6300
20020065,2019/12/6,2900
20020065,2019/12/7,118733
20020065,2019/12/8,23533
20020071,2019/6/12,349600
20020071,2019/6/25,29200
20020071,2019/6/26,-42500
20020071,2019/6/27,-37800
20020071,2019/6/28,87700
20020071,2019/6/29,48300
20020071,2019/6/30,208700
20020071,2019/7/1,198700
20020071,2019/7/2,26800
20020071,2019/7/3,105600
20020071,2019/7/4,-54100
20020071,2019/7/5,254600
20020071,2019/7/6,45800
20020071,2019/7/7,12100
20020071,2019/7/8,69700
20020071,2019/7/9,26800
20020071,2019/7/10,232100
20020071,2019/7/11,124900
20020071,2019/7/12,185200
20020071,2019/7/13,3000
20020071,2019/7/14,35500
20020071,2019/7/15,137100
20020071,2019/7/16,-33300
20020071,2019/7/17,82800
20020071,2019/7/18,88900
20020071,2019/7/19,59000
20020071,2019/7/20,177800
20020071,2019/7/21,87600
20020071,2019/7/22,9900
20020071,2019/7/23,413000
20020071,2019/7/24,92200
20020071,2019/7/25,153900
20020071,2019/7/26,104600
20020071,2019/7/27,322300
20020071,2019/7/28,1100
20020071,2019/7/29,441400
20020071,2019/7/30,152000
20020071,2019/7/31,612900
20020071,2019/8/1,-4200
20020071,2019/8/2,434500
20020071,2019/8/3,190500
20020071,2019/8/4,-23300
20020071,2019/8/5,220300
20020071,2019/8/6,155600
20020071,2019/8/7,700800
20020071,2019/8/8,18600
20020071,2019/8/9,-61200
20020071,2019/8/10,613700
20020071,2019/8/11,129600
20020071,2019/8/12,725300
20020071,2019/8/13,116200
20020071,2019/8/14,698400
20020071,2019/8/15,98000
20020071,2019/8/16,30700
20020071,2019/8/17,260600
20020071,2019/8/18,89700
20020071,2019/8/19,195300
20020071,2019/8/20,87100
20020071,2019/8/21,270700
20020071,2019/8/22,345800
20020071,2019/8/23,-11800
20020071,2019/8/24,539000
20020071,2019/8/25,34900
20020071,2019/8/26,209200
20020071,2019/8/27,396800
20020071,2019/8/28,-500
20020071,2019/8/29,394900
20020071,2019/8/30,70400
20020071,2019/8/31,254175
20020071,2019/9/1,66300
20020071,2019/9/2,138000
20020071,2019/9/3,58700
20020071,2019/9/4,675800
20020071,2019/9/5,24200
20020071,2019/9/6,322600
20020071,2019/9/7,209400
20020071,2019/9/8,114300
20020071,2019/9/9,590900
20020071,2019/9/10,5100
20020071,2019/9/11,486500
20020071,2019/9/12,180700
20020071,2019/9/13,21700
20020071,2019/9/14,36100
20020071,2019/9/15,107400
20020071,2019/9/16,738800
20020071,2019/9/17,-33400
20020071,2019/9/18,140600
20020071,2019/9/19,186100
20020071,2019/9/20,170000
20020071,2019/9/21,78600
20020071,2019/9/22,5700
20020071,2019/9/23,94700
20020071,2019/9/24,362500
20020071,2019/9/25,-6700
20020071,2019/9/26,217700
20020071,2019/9/27,240400
20020071,2019/9/28,105500
20020071,2019/9/29,72100
20020071,2019/9/30,169300
20020071,2019/10/1,60100
20020071,2019/10/2,242100
20020071,2019/10/3,182700
20020071,2019/10/4,46400
20020071,2019/10/5,-31400
20020071,2019/10/6,118200
20020071,2019/10/7,60100
20020071,2019/10/8,54100
20020071,2019/10/9,-3400
20020071,2019/10/10,400
20020071,2019/10/11,-93900
20020071,2019/10/12,38700
20020071,2019/10/13,202200
20020071,2019/10/14,132100
20020071,2019/10/15,-27900
20020071,2019/10/16,133400
20020071,2019/10/17,171200
20020071,2019/10/18,31600
20020071,2019/10/19,179300
20020071,2019/10/20,110900
20020071,2019/10/21,302900
20020071,2019/10/22,123100
20020071,2019/10/23,261100
20020071,2019/10/24,440000
20020071,2019/10/25,120800
20020071,2019/10/26,519600
20020071,2019/10/27,39400
20020071,2019/10/28,468200
20020071,2019/10/29,-5900
20020071,2019/10/30,87800
20020071,2019/10/31,-19800
20020071,2019/11/1,237400
20020071,2019/11/2,229400
20020071,2019/11/3,26500
20020071,2019/11/4,-41900
20020071,2019/11/5,455700
20020071,2019/11/6,-26700
20020071,2019/11/7,53200
20020071,2019/11/8,-26000
20020071,2019/11/9,37800
20020071,2019/11/10,-25300
20020071,2019/11/11,486300
20020071,2019/11/12,25900
20020071,2019/11/13,-12700
20020071,2019/11/14,-53900
20020071,2019/11/15,13600
20020071,2019/11/16,578800
20020071,2019/11/17,92900
20020071,2019/11/18,1100
20020071,2019/11/19,641900
20020071,2019/11/20,-1500
20020071,2019/11/21,-3300
20020071,2019/11/22,435900
20020071,2019/11/23,69300
20020071,2019/11/24,19000
20020071,2019/11/25,-2300
20020071,2019/11/26,83000
20020071,2019/11/27,376700
20020071,2019/11/28,-5950
20020071,2019/11/29,165225
20020071,2019/11/30,228825
20020071,2019/12/1,28275
20020071,2019/12/2,110800
20020071,2019/12/3,301625
20020071,2019/12/4,83950
20020071,2019/12/5,-1333
20020071,2019/12/6,141166
20020071,2019/12/7,228633
20020071,2019/12/8,28867
20020083,2019/7/11,60500
20020083,2019/7/12,44800
20020083,2019/7/13,6500
20020083,2019/7/14,31600
20020083,2019/7/15,48500
20020083,2019/7/16,47200
20020083,2019/7/17,58600
20020083,2019/7/18,33300
20020083,2019/7/19,16000
20020083,2019/7/20,40300
20020083,2019/7/21,104700
20020083,2019/7/22,20500
20020083,2019/7/23,66100
20020083,2019/7/24,1000
20020083,2019/7/25,65000
20020083,2019/7/26,130000
20020083,2019/7/27,30525
20020083,2019/7/28,53085
20020083,2019/7/29,38237
20020083,2019/7/30,10600
20020083,2019/7/31,28000
20020083,2019/8/1,31000
20020083,2019/8/2,2500
20020083,2019/8/3,12200
20020083,2019/8/4,41900
20020083,2019/8/5,39000
20020083,2019/8/6,27000
20020083,2019/8/7,5500
20020083,2019/8/8,2000
20020083,2019/8/9,80300
20020083,2019/8/10,39200
20020083,2019/8/11,19000
20020083,2019/8/12,72600
20020083,2019/8/13,72200
20020083,2019/8/14,53000
20020083,2019/8/15,50100
20020083,2019/8/16,3200
20020083,2019/8/17,31100
20020083,2019/8/18,54800
20020083,2019/8/19,26400
20020083,2019/8/20,5000
20020083,2019/8/21,39700
20020083,2019/8/22,16100
20020083,2019/8/23,13500
20020083,2019/8/24,31300
20020083,2019/8/25,44000
20020083,2019/8/26,48000
20020083,2019/8/27,10500
20020083,2019/8/28,23928
20020083,2019/8/29,43462
20020083,2019/8/30,24737
20020083,2019/8/31,17312
20020083,2019/9/1,26800
20020083,2019/9/2,32437
20020083,2019/9/3,40000
20020083,2019/9/4,34500
20020083,2019/9/5,45242
20020083,2019/9/6,27914
20020083,2019/9/7,18042
20020083,2019/9/8,24642
20020083,2019/9/9,31500
20020083,2019/9/10,3400
20020083,2019/9/11,28400
20020083,2019/9/12,900
20020083,2019/9/13,3000
20020083,2019/9/14,7000
20020083,2019/9/15,8700
20020083,2019/9/16,4000
20020083,2019/9/17,44000
20020083,2019/9/18,6100
20020083,2019/9/19,69000
20020083,2019/9/20,43700
20020083,2019/9/21,7200
20020083,2019/9/22,41500
20020083,2019/9/23,69000
20020083,2019/9/24,19500
20020083,2019/9/25,6800
20020083,2019/9/26,178600
20020083,2019/9/27,51700
20020083,2019/9/28,10500
20020083,2019/9/29,4500
20020083,2019/9/30,500
20020083,2019/10/1,34500
20020083,2019/10/2,102000
20020083,2019/10/3,59875
20020083,2019/10/4,34850
20020083,2019/10/5,16437
20020083,2019/10/6,21400
20020083,2019/10/7,16537
20020083,2019/10/8,18000
20020083,2019/10/9,24000
20020083,2019/10/10,19300
20020083,2019/10/11,57700
20020083,2019/10/12,15000
20020083,2019/10/13,95500
20020083,2019/10/14,26300
20020083,2019/10/15,46500
20020083,2019/10/16,12700
20020083,2019/10/17,16800
20020083,2019/10/18,31300
20020083,2019/10/19,33400
20020083,2019/10/20,36325
20020083,2019/10/21,24500
20020083,2019/10/22,65100
20020083,2019/10/23,15100
20020083,2019/10/24,32400
20020083,2019/10/25,70200
20020083,2019/10/26,29700
20020083,2019/10/27,32012
20020083,2019/10/28,10650
20020083,2019/10/29,33512
20020083,2019/10/30,800
20020083,2019/10/31,162000
20020083,2019/11/1,21200
20020083,2019/11/2,28700
20020083,2019/11/3,21000
20020083,2019/11/4,8000
20020083,2019/11/5,20000
20020083,2019/11/6,21457
20020083,2019/11/7,40516
20020083,2019/11/8,34200
20020083,2019/11/9,24433
20020083,2019/11/10,41933
20020083,2019/11/11,13000
20020083,2019/11/12,22200
20020083,2019/11/13,21600
20020083,2019/11/14,5300
20020083,2019/11/15,4400
20020083,2019/11/16,4800
20020083,2019/11/17,128100
20020083,2019/11/18,10200
20020083,2019/11/19,23600
20020083,2019/11/20,8000
20020083,2019/11/21,7300
20020083,2019/11/22,20400
20020083,2019/11/23,35000
20020083,2019/11/24,7000
20020083,2019/11/25,2700
20020083,2019/11/26,38200
20020083,2019/11/27,68000
20020083,2019/11/28,43650
20020083,2019/11/29,11500
20020083,2019/11/30,17125
20020083,2019/12/1,39025
20020083,2019/12/2,8475
20020083,2019/12/3,26000
20020083,2019/12/4,24400
20020083,2019/12/5,4200
20020083,2019/12/6,8266
20020083,2019/12/7,13266
20020083,2019/12/8,45033
20020089,2019/7/11,124800
20020089,2019/7/12,25000
20020089,2019/7/13,43300
20020089,2019/7/14,138600
20020089,2019/7/15,55500
20020089,2019/7/16,19900
20020089,2019/7/17,76200
20020089,2019/7/18,-200
20020089,2019/7/19,75400
20020089,2019/7/20,69900
20020089,2019/7/21,34200
20020089,2019/7/22,9000
20020089,2019/7/23,-9500
20020089,2019/7/24,11200
20020089,2019/7/25,9700
20020089,2019/7/26,18500
20020089,2019/7/27,82500
20020089,2019/7/28,-20437
20020089,2019/7/29,36600
20020089,2019/7/30,-22500
20020089,2019/7/31,7100
20020089,2019/8/1,31000
20020089,2019/8/2,91100
20020089,2019/8/3,40300
20020089,2019/8/4,38700
20020089,2019/8/5,53500
20020089,2019/8/6,59000
20020089,2019/8/7,93100
20020089,2019/8/8,30500
20020089,2019/8/9,43300
20020089,2019/8/10,5900
20020089,2019/8/11,241400
20020089,2019/8/12,29500
20020089,2019/8/13,-94000
20020089,2019/8/14,2900
20020089,2019/8/15,67600
20020089,2019/8/16,58600
20020089,2019/8/17,76500
20020089,2019/8/18,104100
20020089,2019/8/19,71600
20020089,2019/8/20,24500
20020089,2019/8/21,41700
20020089,2019/8/22,46800
20020089,2019/8/23,46800
20020089,2019/8/24,42900
20020089,2019/8/25,-5100
20020089,2019/8/26,-4700
20020089,2019/8/27,-10100
20020089,2019/8/28,70100
20020089,2019/8/29,54200
20020089,2019/8/30,80600
20020089,2019/8/31,38800
20020089,2019/9/1,126900
20020089,2019/9/2,43400
20020089,2019/9/3,55800
20020089,2019/9/4,54400
20020089,2019/9/5,32900
20020089,2019/9/6,105400
20020089,2019/9/7,15500
20020089,2019/9/8,64600
20020089,2019/9/9,23000
20020089,2019/9/10,83700
20020089,2019/9/11,-9500
20020089,2019/9/12,77700
20020089,2019/9/13,85400
20020089,2019/9/14,47700
20020089,2019/9/15,106200
20020089,2019/9/16,41100
20020089,2019/9/17,26600
20020089,2019/9/18,14300
20020089,2019/9/19,21000
20020089,2019/9/20,111800
20020089,2019/9/21,68500
20020089,2019/9/22,323200
20020089,2019/9/23,28500
20020089,2019/9/24,-31700
20020089,2019/9/25,53300
20020089,2019/9/26,44800
20020089,2019/9/27,91500
20020089,2019/9/28,294500
20020089,2019/9/29,150100
20020089,2019/9/30,105500
20020089,2019/10/1,255000
20020089,2019/10/2,269400
20020089,2019/10/3,90637
20020089,2019/10/4,-700
20020089,2019/10/5,-10300
20020089,2019/10/6,146800
20020089,2019/10/7,9200
20020089,2019/10/8,-1000
20020089,2019/10/9,-25800
20020089,2019/10/10,36700
20020089,2019/10/11,73200
20020089,2019/10/12,39700
20020089,2019/10/13,134400
20020089,2019/10/14,-8500
20020089,2019/10/15,-70100
20020089,2019/10/16,51700
20020089,2019/10/17,81400
20020089,2019/10/18,93400
20020089,2019/10/19,16200
20020089,2019/10/20,90500
20020089,2019/10/21,3100
20020089,2019/10/22,17700
20020089,2019/10/23,100
20020089,2019/10/24,25300
20020089,2019/10/25,5700
20020089,2019/10/26,64500
20020089,2019/10/27,306100
20020089,2019/10/28,66500
20020089,2019/10/29,26800
20020089,2019/10/30,27300
20020089,2019/10/31,20900
20020089,2019/11/1,3700
20020089,2019/11/2,18100
20020089,2019/11/3,60000
20020089,2019/11/4,8300
20020089,2019/11/5,8300
20020089,2019/11/6,141200
20020089,2019/11/7,76000
20020089,2019/11/8,-8400
20020089,2019/11/9,-27000
20020089,2019/11/10,45200
20020089,2019/11/11,51900
20020089,2019/11/12,-64700
20020089,2019/11/13,-34700
20020089,2019/11/14,2800
20020089,2019/11/15,92600
20020089,2019/11/16,58500
20020089,2019/11/17,165840
20020089,2019/11/18,30200
20020089,2019/11/19,-8200
20020089,2019/11/20,37600
20020089,2019/11/21,11700
20020089,2019/11/22,29900
20020089,2019/11/23,118900
20020089,2019/11/24,327400
20020089,2019/11/25,55900
20020089,2019/11/26,24900
20020089,2019/11/27,9500
20020089,2019/11/28,27850
20020089,2019/11/29,29450
20020089,2019/11/30,42125
20020089,2019/12/1,108150
20020089,2019/12/2,36575
20020089,2019/12/3,-9925
20020089,2019/12/4,38400
20020089,2019/12/5,30166
20020089,2019/12/6,38033
20020089,2019/12/7,50133
20020089,2019/12/8,124200
20020090,2019/2/6,29100
20020090,2019/6/25,-32200
20020090,2019/6/26,-12900
20020090,2019/6/27,4600
20020090,2019/6/28,6700
20020090,2019/6/29,-12600
20020090,2019/6/30,-1900
20020090,2019/7/1,38800
20020090,2019/7/2,32900
20020090,2019/7/3,-19600
20020090,2019/7/4,64000
20020090,2019/7/5,21700
20020090,2019/7/6,-28700
20020090,2019/7/7,-6100
20020090,2019/7/8,-14100
20020090,2019/7/9,-92900
20020090,2019/7/10,-69300
20020090,2019/7/11,2300
20020090,2019/7/12,-10800
20020090,2019/7/13,19400
20020090,2019/7/14,-17000
20020090,2019/7/15,-18900
20020090,2019/7/16,9600
20020090,2019/7/17,-4500
20020090,2019/7/18,-36400
20020090,2019/7/19,7800
20020090,2019/7/20,10637
20020090,2019/7/21,-13000
20020090,2019/7/22,-70300
20020090,2019/7/23,-29300
20020090,2019/7/24,-61100
20020090,2019/7/25,-32900
20020090,2019/7/26,-18900
20020090,2019/7/27,-13437
20020090,2019/7/28,-27737
20020090,2019/7/29,15500
20020090,2019/7/30,-7600
20020090,2019/7/31,84000
20020090,2019/8/1,7100
20020090,2019/8/2,900
20020090,2019/8/3,35000
20020090,2019/8/4,31200
20020090,2019/8/5,-29100
20020090,2019/8/6,-19500
20020090,2019/8/7,124500
20020090,2019/8/8,58500
20020090,2019/8/9,88200
20020090,2019/8/10,4200
20020090,2019/8/11,-90900
20020090,2019/8/12,-19700
20020090,2019/8/13,-8000
20020090,2019/8/14,-3000
20020090,2019/8/15,-55900
20020090,2019/8/16,7100
20020090,2019/8/17,1400
20020090,2019/8/18,-7400
20020090,2019/8/19,-68200
20020090,2019/8/20,-17900
20020090,2019/8/21,-85200
20020090,2019/8/22,-17100
20020090,2019/8/23,-15000
20020090,2019/8/24,-15375
20020090,2019/8/25,-15200
20020090,2019/8/26,-45400
20020090,2019/8/27,2600
20020090,2019/8/28,10100
20020090,2019/8/29,52800
20020090,2019/8/30,39900
20020090,2019/8/31,5700
20020090,2019/9/1,43600
20020090,2019/9/2,-24300
20020090,2019/9/3,-51200
20020090,2019/9/4,11200
20020090,2019/9/5,-88600
20020090,2019/9/6,86000
20020090,2019/9/7,25975
20020090,2019/9/8,10088
20020090,2019/9/9,20200
20020090,2019/9/10,10300
20020090,2019/9/11,-64300
20020090,2019/9/12,-8500
20020090,2019/9/13,-20725
20020090,2019/9/14,-10600
20020090,2019/9/15,-16600
20020090,2019/9/16,-11100
20020090,2019/9/17,-100
20020090,2019/9/18,-25700
20020090,2019/9/19,-19200
20020090,2019/9/20,-20600
20020090,2019/9/21,16000
20020090,2019/9/22,-4100
20020090,2019/9/23,7200
20020090,2019/9/24,-54000
20020090,2019/9/25,-43500
20020090,2019/9/26,-68800
20020090,2019/9/27,37300
20020090,2019/9/28,43500
20020090,2019/9/29,-46800
20020090,2019/9/30,-44500
20020090,2019/10/1,-57600
20020090,2019/10/2,-17200
20020090,2019/10/3,-43000
20020090,2019/10/4,9800
20020090,2019/10/5,-1800
20020090,2019/10/6,7500
20020090,2019/10/7,7000
20020090,2019/10/8,12800
20020090,2019/10/9,-7500
20020090,2019/10/10,-15900
20020090,2019/10/11,35800
20020090,2019/10/12,5400
20020090,2019/10/13,17775
20020090,2019/10/14,-13100
20020090,2019/10/15,-22100
20020090,2019/10/16,-9200
20020090,2019/10/17,25900
20020090,2019/10/18,18400
20020090,2019/10/19,20850
20020090,2019/10/20,0
20020090,2019/10/21,-11100
20020090,2019/10/22,-4500
20020090,2019/10/23,-21600
20020090,2019/10/24,-23600
20020090,2019/10/25,-15000
20020090,2019/10/26,23100
20020090,2019/10/27,4900
20020090,2019/10/28,-22400
20020090,2019/10/29,126000
20020090,2019/10/30,26900
20020090,2019/10/31,7600
20020090,2019/11/1,-40100
20020090,2019/11/2,10028
20020090,2019/11/3,-25100
20020090,2019/11/4,25300
20020090,2019/11/5,-38000
20020090,2019/11/6,25500
20020090,2019/11/7,2800
20020090,2019/11/8,8300
20020090,2019/11/9,33200
20020090,2019/11/10,-9600
20020090,2019/11/11,-112600
20020090,2019/11/12,-7100
20020090,2019/11/13,39900
20020090,2019/11/14,-5400
20020090,2019/11/15,-23400
20020090,2019/11/16,2000
20020090,2019/11/17,4000
20020090,2019/11/18,-25000
20020090,2019/11/19,1700
20020090,2019/11/20,4500
20020090,2019/11/21,-25600
20020090,2019/11/22,31700
20020090,2019/11/23,14100
20020090,2019/11/24,2400
20020090,2019/11/25,-28400
20020090,2019/11/26,-24200
20020090,2019/11/27,-9500
20020090,2019/11/28,-5150
20020090,2019/11/29,-5875
20020090,2019/11/30,12325
20020090,2019/12/1,-7075
20020090,2019/12/2,-35175
20020090,2019/12/3,-16900
20020090,2019/12/4,15100
20020090,2019/12/5,-9400
20020090,2019/12/6,5533
20020090,2019/12/7,16434
20020090,2019/12/8,-1067
20020090,2019/12/9,-50294
20020091,2019/6/12,2900
20020091,2019/6/25,65900
20020091,2019/6/26,5800
20020091,2019/6/27,9200
20020091,2019/6/28,18700
20020091,2019/6/29,184300
20020091,2019/6/30,-6500
20020091,2019/7/1,2900
20020091,2019/7/2,7200
20020091,2019/7/3,9800
20020091,2019/7/4,19900
20020091,2019/7/5,-35600
20020091,2019/7/6,25300
20020091,2019/7/7,4700
20020091,2019/7/8,-92800
20020091,2019/7/9,10600
20020091,2019/7/10,3600
20020091,2019/7/11,-7000
20020091,2019/7/12,-14300
20020091,2019/7/13,7500
20020091,2019/7/14,4800
20020091,2019/7/15,-15100
20020091,2019/7/16,2300
20020091,2019/7/17,6800
20020091,2019/7/18,35900
20020091,2019/7/19,48100
20020091,2019/7/20,19500
20020091,2019/7/21,26200
20020091,2019/7/22,23000
20020091,2019/7/23,12000
20020091,2019/7/24,-47300
20020091,2019/7/25,40700
20020091,2019/7/26,5600
20020091,2019/7/27,2500
20020091,2019/7/28,18900
20020091,2019/7/29,6900
20020091,2019/7/30,2900
20020091,2019/7/31,21400
20020091,2019/8/1,2600
20020091,2019/8/2,30000
20020091,2019/8/3,-21500
20020091,2019/8/4,-12500
20020091,2019/8/5,22500
20020091,2019/8/6,4100
20020091,2019/8/7,-7700
20020091,2019/8/8,-134900
20020091,2019/8/9,-2100
20020091,2019/8/10,51100
20020091,2019/8/11,-18500
20020091,2019/8/12,-10200
20020091,2019/8/13,27300
20020091,2019/8/14,36500
20020091,2019/8/15,25200
20020091,2019/8/16,-24000
20020091,2019/8/17,14600
20020091,2019/8/18,58600
20020091,2019/8/19,-53700
20020091,2019/8/20,9100
20020091,2019/8/21,-6300
20020091,2019/8/22,118600
20020091,2019/8/23,-6300
20020091,2019/8/24,67600
20020091,2019/8/25,24100
20020091,2019/8/26,17800
20020091,2019/8/27,83900
20020091,2019/8/28,9300
20020091,2019/8/29,10400
20020091,2019/8/30,28100
20020091,2019/8/31,-1200
20020091,2019/9/1,17300
20020091,2019/9/2,3300
20020091,2019/9/3,-887
20020091,2019/9/4,-8675
20020091,2019/9/5,-53800
20020091,2019/9/6,6400
20020091,2019/9/7,16000
20020091,2019/9/8,2925
20020091,2019/9/9,-48300
20020091,2019/9/10,37700
20020091,2019/9/11,27075
20020091,2019/9/12,12100
20020091,2019/9/13,7300
20020091,2019/9/14,11600
20020091,2019/9/15,-2500
20020091,2019/9/16,16400
20020091,2019/9/17,14600
20020091,2019/9/18,21100
20020091,2019/9/19,700
20020091,2019/9/20,28400
20020091,2019/9/21,8400
20020091,2019/9/22,-25200
20020091,2019/9/23,15800
20020091,2019/9/24,-19100
20020091,2019/9/25,16900
20020091,2019/9/26,11900
20020091,2019/9/27,-8800
20020091,2019/9/28,-21700
20020091,2019/9/29,20100
20020091,2019/9/30,4700
20020091,2019/10/1,300
20020091,2019/10/2,95100
20020091,2019/10/3,-97600
20020091,2019/10/4,3500
20020091,2019/10/5,12700
20020091,2019/10/6,-12900
20020091,2019/10/7,-26500
20020091,2019/10/8,28500
20020091,2019/10/9,-14400
20020091,2019/10/10,9100
20020091,2019/10/11,16000
20020091,2019/10/12,22200
20020091,2019/10/13,39600
20020091,2019/10/14,-6000
20020091,2019/10/15,10700
20020091,2019/10/16,6500
20020091,2019/10/17,-3100
20020091,2019/10/18,7600
20020091,2019/10/19,2300
20020091,2019/10/20,-36700
20020091,2019/10/21,16600
20020091,2019/10/22,-17200
20020091,2019/10/23,31900
20020091,2019/10/24,-3000
20020091,2019/10/25,11300
20020091,2019/10/26,23900
20020091,2019/10/27,-58200
20020091,2019/10/28,1100
20020091,2019/10/29,-5700
20020091,2019/10/30,-2400
20020091,2019/10/31,-800
20020091,2019/11/1,23200
20020091,2019/11/2,-6000
20020091,2019/11/3,5500
20020091,2019/11/4,7200
20020091,2019/11/5,-5100
20020091,2019/11/6,3800
20020091,2019/11/7,-2200
20020091,2019/11/8,9000
20020091,2019/11/9,12600
20020091,2019/11/10,145100
20020091,2019/11/11,-200
20020091,2019/11/12,400
20020091,2019/11/13,9400
20020091,2019/11/14,-700
20020091,2019/11/15,10700
20020091,2019/11/16,4300
20020091,2019/11/17,200
20020091,2019/11/18,9700
20020091,2019/11/19,74300
20020091,2019/11/20,32800
20020091,2019/11/21,4250
20020091,2019/11/22,13200
20020091,2019/11/23,-2700
20020091,2019/11/24,-44900
20020091,2019/11/25,9900
20020091,2019/11/26,22800
20020091,2019/11/27,4500
20020091,2019/11/28,-1050
20020091,2019/11/29,14025
20020091,2019/11/30,2050
20020091,2019/12/1,26475
20020091,2019/12/2,6650
20020091,2019/12/3,23100
20020091,2019/12/4,12625
20020091,2019/12/5,-1133
20020091,2019/12/6,10967
20020091,2019/12/7,4733
20020091,2019/12/8,33467
20020105,2018/8/6,-64600
20020105,2019/6/25,54000
20020105,2019/6/26,72300
20020105,2019/6/27,-105100
20020105,2019/6/28,-2300
20020105,2019/6/29,-166900
20020105,2019/6/30,148000
20020105,2019/7/1,84300
20020105,2019/7/2,2900
20020105,2019/7/3,67200
20020105,2019/7/4,-102600
20020105,2019/7/5,-13500
20020105,2019/7/6,56400
20020105,2019/7/7,-42400
20020105,2019/7/8,-8400
20020105,2019/7/9,-35200
20020105,2019/7/10,19600
20020105,2019/7/11,-74100
20020105,2019/7/12,-67000
20020105,2019/7/13,-15500
20020105,2019/7/14,35963
20020105,2019/7/15,-46800
20020105,2019/7/16,43000
20020105,2019/7/17,36300
20020105,2019/7/18,-12000
20020105,2019/7/19,-116800
20020105,2019/7/20,-2200
20020105,2019/7/21,179800
20020105,2019/7/22,26700
20020105,2019/7/23,44200
20020105,2019/7/24,-12300
20020105,2019/7/25,256200
20020105,2019/7/26,-23100
20020105,2019/7/27,36200
20020105,2019/7/28,-55300
20020105,2019/7/29,-16500
20020105,2019/7/30,-79800
20020105,2019/7/31,-17200
20020105,2019/8/1,-49400
20020105,2019/8/2,-46100
20020105,2019/8/3,-139800
20020105,2019/8/4,55400
20020105,2019/8/5,-50400
20020105,2019/8/6,-23800
20020105,2019/8/7,-48000
20020105,2019/8/8,50900
20020105,2019/8/9,-12500
20020105,2019/8/10,-10100
20020105,2019/8/11,-17600
20020105,2019/8/12,-87000
20020105,2019/8/13,-4600
20020105,2019/8/14,-136800
20020105,2019/8/15,-12200
20020105,2019/8/16,23700
20020105,2019/8/17,-14200
20020105,2019/8/18,9900
20020105,2019/8/19,-53700
20020105,2019/8/20,39100
20020105,2019/8/21,-124300
20020105,2019/8/22,-45200
20020105,2019/8/23,-65300
20020105,2019/8/24,33000
20020105,2019/8/25,-99000
20020105,2019/8/26,283700
20020105,2019/8/27,-37700
20020105,2019/8/28,-12700
20020105,2019/8/29,71400
20020105,2019/8/30,-57000
20020105,2019/8/31,74200
20020105,2019/9/1,-6600
20020105,2019/9/2,-33400
20020105,2019/9/3,-35200
20020105,2019/9/4,56100
20020105,2019/9/5,73000
20020105,2019/9/6,-70400
20020105,2019/9/7,-39100
20020105,2019/9/8,39300
20020105,2019/9/9,-42000
20020105,2019/9/10,173300
20020105,2019/9/11,-45100
20020105,2019/9/12,-66900
20020105,2019/9/13,-127300
20020105,2019/9/14,11200
20020105,2019/9/15,34000
20020105,2019/9/16,-26900
20020105,2019/9/17,-33000
20020105,2019/9/18,9100
20020105,2019/9/19,-50300
20020105,2019/9/20,-27200
20020105,2019/9/21,20000
20020105,2019/9/22,189000
20020105,2019/9/23,114000
20020105,2019/9/24,-40300
20020105,2019/9/25,37500
20020105,2019/9/26,85500
20020105,2019/9/27,156300
20020105,2019/9/28,-3500
20020105,2019/9/29,245500
20020105,2019/9/30,200
20020105,2019/10/1,-55600
20020105,2019/10/2,247000
20020105,2019/10/3,-1000
20020105,2019/10/4,-7700
20020105,2019/10/5,-21100
20020105,2019/10/6,-39600
20020105,2019/10/7,-105500
20020105,2019/10/8,-57500
20020105,2019/10/9,15000
20020105,2019/10/10,179300
20020105,2019/10/11,-25100
20020105,2019/10/12,-81500
20020105,2019/10/13,-66500
20020105,2019/10/14,-9700
20020105,2019/10/15,-56700
20020105,2019/10/16,48600
20020105,2019/10/17,29000
20020105,2019/10/18,189200
20020105,2019/10/19,-25800
20020105,2019/10/20,46500
20020105,2019/10/21,-56000
20020105,2019/10/22,168300
20020105,2019/10/23,188000
20020105,2019/10/24,-800
20020105,2019/10/25,4700
20020105,2019/10/26,34000
20020105,2019/10/27,30000
20020105,2019/10/28,-35100
20020105,2019/10/29,355700
20020105,2019/10/30,-174000
20020105,2019/10/31,-10800
20020105,2019/11/1,-3900
20020105,2019/11/2,-16000
20020105,2019/11/3,74400
20020105,2019/11/4,-63200
20020105,2019/11/5,-156100
20020105,2019/11/6,-136700
20020105,2019/11/7,24100
20020105,2019/11/8,51300
20020105,2019/11/9,-22900
20020105,2019/11/10,-90800
20020105,2019/11/11,27100
